Individual	Easting	Northing	Habitat	Daily_movement_rate(km/day)	Turning_angle_(radians)	dist_water (meters)	dist_swamp (meters)	dist_otw (meters)	dist_openfor (meters)	dist_ntw (meters)	dist_mixfor (meters)	dist_devel  (meters)	dist_ddf (meters)	dist_conifer (meters)	dist_alvar (meters)
elk-363	799075	4975788	17	0.13	-0.44	371.65	27095.26	3816.08	1185.33	6610.83	0.00	7310.82	525.00	150.00	53341.85
elk-363	799168	4975872	17	0.81	-0.93	391.31	27201.07	3859.57	1081.67	6716.07	0.00	7222.06	600.00	90.14	53444.04
elk-363	799092	4976681.5	16	1.24	-2.55	279.51	27828.85	3642.89	696.42	7252.07	0.00	6416.00	425.73	291.55	54163.76
elk-363	798497	4975595.5	17	0.13	-0.79	100.00	26590.80	3332.42	1777.99	6049.85	0.00	7599.75	550.00	265.75	52918.15
elk-363	798535	4975466.5	16	0.26	-2.57	150.00	26511.71	3414.13	1817.97	5989.42	0.00	7713.79	614.92	375.00	52820.95
elk-363	798607	4975714.5	16	0.19	2.33	237.17	26766.97	3389.14	1610.12	6226.00	0.00	7446.48	443.00	270.42	53088.07
elk-363	798704	4975547.5	16	0.25	0.96	304.14	26682.45	3533.06	1629.80	6172.77	0.00	7597.45	512.96	442.30	52971.63
elk-363	798601	4975324	16	0.06	2.36	250.00	26430.35	3532.88	1834.39	5935.54	0.00	7846.18	506.21	527.38	52714.23
elk-363	798579	4975384.5	16	0.16	2.82	190.39	26470.94	3473.11	1833.71	5962.02	0.00	7779.86	559.02	450.69	52767.56
elk-363	798679	4975259.5	16	0.32	-3.05	270.42	26422.68	3635.93	1786.76	5950.05	0.00	7900.71	412.31	630.97	52685.42
elk-363	798500	4975530.5	16	0.62	1.69	111.80	26552.65	3355.96	1801.74	6017.73	0.00	7647.96	600.00	301.04	52874.41
elk-363	799054	4975807.5	17	2.33	1.17	406.97	27097.75	3783.68	1192.69	6606.48	0.00	7291.65	550.57	175.00	53351.34
elk-363	800820	4974286.5	16	0.29	-0.86	781.42	27032.21	2875.00	480.23	5721.94	0.00	7912.02	125.00	564.03	52334.04
elk-363	801103	4974329.5	16	0.29	2.85	505.59	27247.54	2676.40	213.60	5447.76	0.00	8016.62	25.00	400.00	52304.21
elk-363	800838	4974204	16	0.14	1.31	794.51	26980.04	2830.64	475.00	5737.81	0.00	7840.00	100.00	552.27	52260.55
elk-363	800747	4974311.5	16	2.63	-0.30	831.04	27013.35	2965.00	514.78	5785.43	0.00	7939.66	141.42	506.21	52398.07
elk-363	798522	4975721.5	17	0.37	-0.23	145.77	26702.45	3298.67	1700.74	6150.05	0.00	7472.62	425.73	195.26	53039.64
elk-363	798176	4975840	14	0.37	-2.53	235.85	26610.08	2940.77	1913.44	6011.34	35.36	7423.48	375.00	0.00	53014.96
elk-363	798428	4975492	16	2.90	-0.56	50.00	26466.02	3314.83	1891.59	5928.11	0.00	7716.26	654.31	302.08	52794.34
elk-363	801117	4974415	13	0.32	1.35	459.62	27334.82	2724.43	158.11	5403.01	70.71	8119.46	0.00	388.10	52397.43
elk-363	801065	4974096.5	16	0.11	-2.91	626.50	27056.08	2575.12	250.00	5548.09	0.00	7787.21	125.00	503.12	52093.36
elk-363	801108	4974201.5	16	0.34	-1.06	538.52	27161.21	2596.39	200.00	5475.51	0.00	7897.82	111.80	419.08	52181.61
elk-363	800897	4974468	17	0.23	2.74	661.91	27208.01	2925.85	325.00	5614.77	0.00	8101.00	111.80	618.47	52490.59
elk-363	801098	4974357.5	13	0.26	0.51	502.49	27264.84	2692.81	206.16	5442.54	25.00	8040.41	0.00	400.78	52328.73
elk-363	801233	4974139	17	1.22	1.50	458.94	27200.41	2452.04	75.00	5372.38	0.00	7867.06	180.28	335.41	52083.74
elk-363	800001	4973242.5	16	14.12	-0.89	35.36	25707.44	2589.64	1230.09	6100.21	0.00	6665.07	347.31	336.34	51469.65
elk-363	799436	4962654	17	5.24	-0.59	195.26	18658.64	145.77	2801.79	8379.18	0.00	442.30	1726.63	180.28	41784.75
elk-363	802107	4958148	18	2.14	0.49	305.16	17766.15	675.00	1334.17	6630.28	0.00	2427.06	400.78	1150.27	36608.33
elk-363	802229	4955474	13	6.42	-0.05	400.00	15392.29	1491.01	79.06	8248.71	55.90	1035.92	0.00	176.78	34075.01
elk-363	802705	4950692.5	23	9.73	0.52	167.71	11115.67	1220.66	2790.72	9333.04	55.90	0.00	1985.10	1866.82	29500.22
elk-363	798705	4941819	19	0.65	1.79	862.05	1856.24	79.06	3679.16	10377.65	0.00	279.51	1686.71	738.24	23757.49
elk-363	798186	4942206.5	16	0.66	2.95	772.17	1732.77	70.71	3319.36	9721.43	0.00	651.92	1470.76	125.00	24369.76
elk-363	798781	4941916.5	17	1.33	-2.10	934.08	1979.90	106.07	3576.40	10371.11	0.00	353.55	1574.21	761.58	23810.32
elk-363	798678	4943243.5	16	0.47	2.87	25.00	2865.85	158.11	2252.22	9582.57	0.00	371.65	320.16	425.73	24988.06
elk-363	798838	4942801.5	16	0.26	0.36	318.20	2616.30	70.71	2700.00	9939.38	0.00	79.06	691.47	700.45	24529.83
elk-363	798836	4942546	19	1.11	0.79	480.23	2427.06	25.00	2950.00	10065.32	0.00	25.00	941.41	721.54	24318.27
elk-363	797842	4941582.5	16	0.17	-2.92	901.39	1044.33	250.00	3983.87	9847.24	0.00	318.20	1730.79	250.00	24032.86
elk-363	797952	4941649.5	16	0.32	-2.90	903.12	1168.87	134.63	3888.52	9867.24	0.00	442.30	1825.17	350.89	24047.48
elk-363	797648	4941553	17	2.46	-3.01	794.12	901.73	357.95	4035.00	9705.06	0.00	206.16	1704.59	50.00	24134.38
elk-363	800670	4942088.5	18	0.93	2.90	460.98	2980.14	70.71	3936.05	10900.11	0.00	150.00	1741.05	2553.92	23002.79
elk-363	800035	4941807	19	0.98	0.54	601.04	2790.72	285.04	3918.31	11480.53	0.00	25.00	1967.87	1868.32	23069.16
elk-363	798821	4941955.5	17	1.61	1.30	946.37	2033.01	55.90	3550.35	10393.90	0.00	304.14	1541.51	798.83	23808.99
elk-363	798640	4943152	1	1.51	-2.44	0.00	2776.01	176.78	2329.83	9582.54	25.00	357.95	410.03	456.21	24943.46
elk-363	797658	4941543.5	17	0.14	3.09	816.24	883.88	335.41	4059.02	9722.78	0.00	182.00	1679.66	50.00	24112.88
elk-363	797709	4941637.5	17	0.13	1.48	755.81	990.58	325.00	3949.13	9687.62	0.00	292.62	1783.61	103.08	24173.46
elk-363	797861	4941572.5	16	0.49	2.64	901.39	1044.33	250.00	3983.87	9847.24	0.00	318.20	1730.79	250.00	24032.86
elk-363	797493	4941535	14	0.03	-2.69	735.27	805.06	313.25	4079.37	9599.77	25.00	212.13	1700.00	0.00	24211.32
elk-363	797519	4941525.5	14	0.31	0.81	766.89	800.39	347.31	4095.42	9635.13	25.00	182.00	1675.00	0.00	24177.02
elk-363	797624	4941285	25	0.77	1.51	1027.74	675.46	134.63	4313.13	9867.24	50.00	0.00	1426.97	160.08	23924.18
elk-363	796827	4940873.5	19	0.02	-0.53	1296.63	75.00	50.00	4924.43	9589.09	0.00	35.36	1103.69	845.95	24067.73
elk-363	796815	4940854.5	19	0.04	2.99	1282.82	75.00	25.00	4947.28	9608.66	0.00	55.90	1079.35	860.23	24046.83
elk-363	796832	4940893.5	19	6.84	-2.95	1310.77	79.06	70.71	4901.59	9569.55	0.00	25.00	1128.05	832.17	24088.64
elk-363	792934	4935280	16	0.12	0.47	275.00	592.66	50.00	11629.30	3523.58	0.00	381.61	195.26	100.00	18198.15
elk-363	792830	4935224.5	14	0.75	-2.04	378.32	506.21	141.42	11725.64	3411.84	25.00	270.42	90.14	0.00	18086.74
elk-363	793444	4934792.5	25	0.65	2.90	158.11	701.78	70.71	11833.03	3755.41	50.00	0.00	125.00	335.41	18456.47
elk-363	792838	4935032	13	0.05	-2.53	419.08	325.96	90.14	11893.72	3321.24	35.36	225.00	0.00	158.11	18013.61
elk-363	792872	4934980.5	13	0.34	-2.80	403.11	301.04	79.06	11922.51	3322.84	55.90	176.78	0.00	213.60	18018.96
elk-363	792811	4935228.5	14	0.02	-2.85	403.11	498.12	160.08	11739.30	3389.87	35.36	250.00	79.06	0.00	18063.52
elk-363	792810	4935208.5	14	0.39	-0.45	406.97	474.34	176.78	11760.24	3377.96	25.00	235.85	55.90	0.00	18054.26
elk-363	792964	4934848.5	13	5.46	-2.16	380.79	257.39	100.00	12010.02	3333.26	25.00	50.00	0.00	380.79	18036.07
elk-363	796689	4940571	26	1.66	-2.72	1300.00	320.16	55.90	5236.71	9715.00	103.08	0.00	894.43	933.41	23921.64
elk-363	795645	4939894.5	6	4.90	-1.99	1185.59	25.00	0.00	6281.17	8644.54	226.38	375.00	950.33	500.00	22849.56
elk-363	799771	4937236.5	16	0.10	0.95	103.08	1926.95	50.00	8312.19	9324.46	0.00	100.00	807.77	2285.42	19402.72
elk-363	799776	4937132.5	23	0.18	1.30	226.38	1881.82	111.80	8437.01	9199.80	35.36	0.00	925.00	2178.30	19297.83
elk-363	799609	4937077	6	0.18	2.39	320.16	1903.94	0.00	8454.47	9189.40	50.00	100.00	1017.66	2255.27	19372.98
elk-363	799693	4937233	16	0.06	2.66	141.42	1996.25	25.00	8308.47	9330.19	0.00	125.00	838.53	2324.06	19443.51
elk-363	799692	4937174	6	0.17	-1.46	215.06	1992.80	0.00	8382.31	9257.50	25.00	70.71	916.86	2274.31	19394.36
elk-363	799860	4937152	19	0.11	2.45	190.39	1820.03	90.14	8416.39	9219.54	0.00	25.00	879.28	2161.31	19278.03
elk-363	799765	4937092.5	23	0.18	1.87	254.95	1897.37	100.00	8460.68	9176.74	25.00	0.00	956.88	2170.54	19290.54
elk-363	799720	4937263.5	6	2.52	3.10	106.07	1982.74	0.00	8284.66	9353.14	25.00	134.63	805.06	2332.38	19450.87
elk-363	800465	4934855	19	0.24	0.52	797.65	555.09	25.00	10766.99	6877.23	0.00	445.11	111.80	728.87	17117.72
elk-363	800414	4934621.5	19	0.22	1.45	875.00	340.04	100.00	11011.84	6628.82	0.00	400.78	25.00	915.49	16945.39
elk-363	800190	4934642.5	19	0.18	2.36	807.77	254.95	145.77	10945.83	6690.15	0.00	230.49	50.00	1068.00	17120.04
elk-363	800333	4934759	13	0.05	0.53	950.33	403.11	55.90	10856.39	6781.64	50.00	410.03	0.00	887.76	17110.62
elk-363	800378	4934766	13	0.04	-2.47	922.29	430.12	25.00	10860.31	6779.61	50.00	450.69	0.00	845.95	17081.00
elk-363	800344	4934785.5	13	0.27	-1.26	930.05	425.00	50.00	10831.46	6806.61	50.00	425.73	0.00	874.64	17130.75
elk-363	800144	4934603	16	0.18	-0.18	743.30	200.00	100.00	10992.78	6643.84	0.00	160.08	25.00	1137.16	17110.32
elk-363	800034	4934459	26	7.30	-0.88	585.23	106.07	103.08	11111.26	6529.98	25.00	0.00	111.80	1250.00	17087.29
elk-363	801423	4928540	16	12.97	-0.18	1119.43	503.12	152.07	17161.37	596.34	0.00	223.61	250.00	106.07	12119.23
elk-363	807480	4914671.5	27	0.00	-0.37	1308.15	1302.16	548.29	32011.69	1368.62	150.00	158.11	200.00	1370.45	0.00
elk-363	807482	4914669.5	27	0.10	-0.10	1330.65	1277.20	530.33	32036.17	1343.97	152.07	134.63	225.00	1386.09	0.00
elk-363	807562	4914604.5	27	0.09	2.83	1346.29	1234.15	442.30	32100.36	1309.82	106.07	100.00	269.26	1475.85	0.00
elk-363	807477	4914637.5	27	0.03	-2.90	1353.24	1252.25	512.96	32060.66	1319.33	158.11	111.80	250.00	1402.01	0.00
elk-363	807499	4914622	27	6.55	1.29	1365.65	1229.07	477.62	32090.20	1299.28	145.77	103.08	275.00	1437.23	0.00
elk-363	805328	4908382	17	0.14	1.00	3325.85	1211.66	427.20	37674.81	1309.82	0.00	25.00	2076.35	1386.09	150.00
elk-363	805194	4908350	25	0.10	-3.11	3475.36	1131.92	325.96	37684.55	1281.11	25.00	0.00	2225.56	1431.78	195.26
elk-363	805291	4908370	17	0.10	1.20	3375.83	1231.11	403.89	37669.70	1290.59	0.00	50.00	2126.32	1418.19	200.00
elk-363	805347	4908283.5	17	0.18	1.58	3325.09	1231.11	403.11	37774.28	1402.01	0.00	25.00	2075.00	1310.06	158.11
elk-363	805193	4908185	25	0.10	-2.80	3476.44	1063.60	412.31	37833.82	1338.38	25.00	0.00	2225.00	1285.50	103.08
elk-363	805289	4908207	25	0.05	-2.30	3376.48	1155.96	450.00	37843.80	1423.46	75.00	0.00	2125.00	1265.90	175.00
elk-363	805248	4908236	25	3.87	-1.98	3425.36	1129.71	425.73	37789.03	1391.49	25.00	0.00	2175.00	1323.82	167.71
elk-363	804470	4904450	25	0.29	2.80	1328.53	933.41	638.85	41414.75	2733.24	50.00	0.00	2118.08	50.00	90.14
elk-363	804430	4904741	25	2.46	1.65	1607.21	648.56	743.30	41113.75	2433.10	79.06	0.00	2005.77	167.71	235.85
elk-363	806887	4904890	27	1.97	-3.14	1574.21	1760.15	782.62	41399.71	3503.30	50.00	127.48	908.98	35.36	0.00
elk-363	804427	4904750.5	25	0.02	1.01	1607.21	648.56	743.30	41113.75	2433.10	79.06	0.00	2005.77	167.71	235.85
elk-363	804417	4904764.5	25	0.12	1.59	1631.33	626.50	725.00	41088.80	2408.45	90.14	0.00	1996.25	180.28	213.60
elk-363	804520	4904835	26	0.32	1.97	1707.70	640.31	620.99	41045.61	2378.16	25.00	0.00	1884.81	180.28	206.16
elk-363	804583	4904522	14	1.03	-1.51	1421.49	939.75	632.46	41373.28	2706.47	79.06	25.00	1985.10	0.00	223.61
elk-363	805607	4904664	14	0.15	0.41	1236.93	1472.46	25.00	41381.83	3018.48	134.63	127.48	1165.39	0.00	357.95
elk-363	805753	4904624	14	2.83	-0.61	1159.74	1620.38	55.90	41445.91	3141.06	55.90	106.07	1129.44	0.00	514.78
elk-363	808423	4905567	25	0.12	2.74	1656.80	903.47	485.41	41058.65	3560.64	55.90	0.00	728.01	583.10	250.00
elk-363	808333	4905484	26	0.11	3.13	1751.61	863.50	575.54	41116.34	3495.18	125.00	0.00	693.27	534.44	357.95
elk-363	808417	4905562.5	25	0.16	2.85	1656.80	903.47	485.41	41058.65	3560.64	55.90	0.00	728.01	583.10	250.00
elk-363	808335	4905422.5	26	0.13	-3.10	1750.00	794.51	575.00	41190.35	3420.62	125.00	0.00	626.50	553.40	380.79
elk-363	808406	4905532	25	0.03	-0.26	1677.98	862.05	502.49	41103.87	3512.83	50.00	0.00	687.84	590.02	279.51
elk-363	808414	4905556.5	25	0.09	2.78	1654.73	879.28	480.88	41083.31	3535.71	35.36	0.00	704.01	596.34	251.25
elk-363	808418	4905466	26	0.06	-0.08	1675.75	814.32	500.00	41153.20	3463.02	55.90	0.00	640.80	612.88	292.62
elk-363	808425	4905410	26	0.24	2.78	1650.00	759.11	475.00	41206.61	3411.10	55.90	0.00	585.23	649.04	291.55
elk-363	808312	4905623.5	25	0.28	2.66	1761.39	951.31	548.29	40992.99	3619.48	160.08	0.00	807.77	471.70	350.00
elk-363	808508	4905490	19	0.12	-3.01	1576.78	813.94	400.78	41145.00	3480.75	0.00	25.00	637.38	686.48	190.39
elk-363	808402	4905584.5	25	0.01	0.98	1684.12	934.08	515.39	41029.88	3587.57	90.14	0.00	759.11	548.86	275.00
elk-363	808403	4905592	25	0.20	-1.05	1684.12	934.08	515.39	41029.88	3587.57	90.14	0.00	759.11	548.86	275.00
elk-363	808246	4905713	26	0.33	2.55	1849.49	850.00	425.73	40882.19	3727.26	270.42	0.00	929.05	357.95	340.04
elk-363	808571	4905692	26	0.27	1.20	1520.69	917.88	371.65	40985.00	3569.05	103.08	0.00	801.56	680.07	111.80
elk-363	808653	4905430.5	19	0.00	1.32	1425.00	725.00	250.00	41244.07	3330.17	0.00	35.36	550.00	853.30	111.80
elk-363	808649	4905428	19	0.01	3.14	1425.00	725.00	250.00	41244.07	3330.17	0.00	35.36	550.00	853.30	111.80
elk-363	808653	4905430.5	19	0.01	-2.12	1425.00	725.00	250.00	41244.07	3330.17	0.00	35.36	550.00	853.30	111.80
elk-363	808645	4905434.5	19	0.01	1.73	1450.00	725.43	275.00	41239.85	3346.73	0.00	50.00	550.00	832.17	134.63
elk-363	808650	4905441.5	19	0.02	-2.69	1425.00	725.00	250.00	41244.07	3330.17	0.00	35.36	550.00	853.30	111.80
elk-363	808640	4905436	19	0.00	0.34	1450.00	725.43	275.00	41239.85	3346.73	0.00	50.00	550.00	832.17	134.63
elk-363	808637	4905435.5	19	0.00	0.00	1450.00	725.43	275.00	41239.85	3346.73	0.00	50.00	550.00	832.17	134.63
elk-363	808637	4905435.5	19	0.01	0.00	1450.00	725.43	275.00	41239.85	3346.73	0.00	50.00	550.00	832.17	134.63
elk-363	808623	4905433.5	19	0.01	2.50	1450.00	725.43	275.00	41239.85	3346.73	0.00	50.00	550.00	832.17	134.63
elk-363	808627	4905437.5	19	0.02	0.72	1450.00	725.43	275.00	41239.85	3346.73	0.00	50.00	550.00	832.17	134.63
elk-363	808650	4905439	19	0.02	1.29	1425.00	725.00	250.00	41244.07	3330.17	0.00	35.36	550.00	853.30	111.80
elk-363	808655	4905425	19			1425.00	700.00	251.25	41268.71	3311.44	0.00	25.00	525.00	866.75	111.80
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
